carpark_id,area,address,x_coordinate,y_coordinate,latitude,longitude,total_lots,agency,dataset
CK22,CHOA CHU KANG,BLK 343A CHOA CHU KANG LOOP,18276.2056,40644.1197,1.383843877009355,103.74594296799194,378.0,HDB,hdb
CK23,CHOA CHU KANG,BLK 430-437 CHOA CHU KANG AVENUE 4,17782.5234,40677.3633,1.3841443511993505,103.74150685405392,232.0,HDB,hdb
CK24,CHOA CHU KANG,BLK 350-351 CHOA CHU KANG CENTRAL,17983.1711,40586.8844,1.383326163012076,103.74330985413629,30.0,HDB,hdb
CK25,CHOA CHU KANG,BLK 352-355 CHOA CHU KANG CENTRAL,18031.459,40472.3086,1.3822899983079187,103.74374379564632,107.0,HDB,hdb
CK28,CHOA CHU KANG,BLK 276A CHOA CHU KANG AVENUE 2,18079.0694,40228.4669,1.3800848001568025,103.74417169247353,184.0,HDB,hdb
CK29,CHOA CHU KANG,BLK 276/277 CHOA CHU KANG AVENUE 2,18072.2888,40190.9725,1.3797457123370553,103.74411077646042,26.0,HDB,hdb
CK3,CHOA CHU KANG,BLK 118/124 TECK WHYE LANE,18734.6348,40064.9164,1.3786059243998008,103.75006247869928,282.0,HDB,hdb
CK30,CHOA CHU KANG,BLK 248/250 CHOA CHU KANG AVENUE 2,18213.6543,40111.7031,1.379028876696674,103.74538107497938,136.0,HDB,hdb
CK31,CHOA CHU KANG,BLK 251A CHOA CHU KANG AVENUE 2,18164.3898,40080.8939,1.3787502331490462,103.74493840789494,290.0,HDB,hdb
CK32,CHOA CHU KANG,BLK 253A CHOA CHU KANG AVENUE 1,18055.7989,39931.0181,1.3773947750358457,103.74396269033326,433.0,HDB,hdb
CK33,CHOA CHU KANG,BLK 502A CHOA CHU KANG STREET 51,17943.2973,41180.8424,1.3886976858792568,103.74295135477573,235.0,HDB,hdb
CK34,CHOA CHU KANG,BLK 511A CHOA CHU KANG STREET 51,17736.9363,41167.5327,1.38857724580347,103.7410970484225,318.0,HDB,hdb
CK35,CHOA CHU KANG,BLK 513A CHOA CHU KANG STREET 51,17881.6424,41361.0029,1.3903269693827969,103.74239727614687,345.0,HDB,hdb
CK36,CHOA CHU KANG,BLK 527A CHOA CHU KANG STREET 51,17735.8704,41577.6177,1.3922859022308847,103.74108732653967,420.0,HDB,hdb
CK37,CHOA CHU KANG,BLK 552A CHOA CHU KANG STREET 52,17863.0257,41773.0092,1.3940529952860885,103.74222984775591,306.0,HDB,hdb
CK38,CHOA CHU KANG,BLK 541A CHOA CHU KANG STREET 52,18148.0534,41666.0012,1.3930853528194695,103.74479108110897,344.0,HDB,hdb
CK39,CHOA CHU KANG,BLK 559A CHOA CHU KANG NORTH 6,18090.945,42004.5732,1.3961472532491102,103.74427780249404,371.0,HDB,hdb
CK3A,CHOA CHU KANG,BLK 118A TECK WHYE LANE,18725.4974,40162.9532,1.379492530303263,103.7499803416757,517.0,HDB,hdb
CK4,CHOA CHU KANG,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVENUE",18912.6962,40234.9502,1.3801437034327266,103.75166243741124,10.0,HDB,hdb
CK40,CHOA CHU KANG,BLK 567A CHOA CHU KANG STREET 52,18298.9982,41919.8106,1.3953807621354313,103.74614735348534,500.0,HDB,hdb
CK41,CHOA CHU KANG,BLK 708A CHOA CHU KANG STREET 53,18333.4408,41430.698,1.390957419969763,103.74645700945563,444.0,HDB,hdb
CK42,CHOA CHU KANG,BLK 754A CHOA CHU KANG NORTH 5,18363.8684,41631.0171,1.3927690420626144,103.7467303588615,453.0,HDB,hdb
CK44,CHOA CHU KANG,BLK 762A CHOA CHU KANG NORTH 5,18631.6662,41611.081,1.392588835064809,103.749136737306,285.0,HDB,hdb
CK45,CHOA CHU KANG,BLK 771A CHOA CHU KANG STREET 54,18724.0529,41824.3887,1.3945179409748218,103.74996683599021,220.0,HDB,hdb
CK46,CHOA CHU KANG,BLK 792A CHOA CHU KANG NORTH 6,18675.6762,41907.1414,1.3952663103435439,103.74953210680287,673.0,HDB,hdb
CK47,CHOA CHU KANG,BLK 787A CHOA CHU KANG DRIVE,18471.7225,41904.1787,1.3952394503711916,103.74769942278238,695.0,HDB,hdb
CK48,CHOA CHU KANG,BLK 604A CHOA CHU KANG STREET 62,18189.9873,42143.3391,1.3974022344611878,103.74516772920865,287.0,HDB,hdb
CK49,CHOA CHU KANG,BLK 610A CHOA CHU KANG STREET 62,18006.9629,42295.9806,1.3987826049446037,103.74352305674637,767.0,HDB,hdb
CK50,CHOA CHU KANG,BLK 611A CHOA CHU KANG STREET 62,18031.8277,42477.9839,1.4004285839443895,103.74374642444485,374.0,HDB,hdb
CK51,CHOA CHU KANG,BLK 621A CHOA CHU KANG NORTH 7,18459.6171,42391.2166,1.399644037223133,103.74759048649052,318.0,HDB,hdb
CK52,CHOA CHU KANG,BLK 659A/660A/661A CHOA CHU KANG CRESCENT,18754.0711,42503.4389,1.400659030128735,103.7502363572965,2064.0,HDB,hdb
CK53,CHOA CHU KANG,BLK 668A CHOA CHU KANG CRESCENT,18748.505,42602.4434,1.401554388498015,103.75018630981052,450.0,HDB,hdb
CK54,CHOA CHU KANG,BLK 638-643 CHOA CHU KANG STREET 64,18629.4583,42224.5521,1.398136840661223,103.74911670029475,628.0,HDB,hdb
CK55,CHOA CHU KANG,BLK 631-637 & 636A CHOA CHU KANG NORTH 6,18561.8248,42111.2701,1.3971123380651005,103.74850899592592,356.0,HDB,hdb
CK56,CHOA CHU KANG,BLK 675A CHOA CHU KANG CRESCENT,18357.265,42562.8339,1.4011960465890263,103.7466707134054,1023.0,HDB,hdb
CK57,CHOA CHU KANG,BLK 669A CHOA CHU KANG CRESCENT,18541.2289,42678.1909,1.4022393536094337,103.74832374074006,590.0,HDB,hdb
CK58,CHOA CHU KANG,BLK 678A CHOA CHU KANG CRESCENT,18157.8829,42638.4707,1.4018800104107794,103.74487907782553,904.0,HDB,hdb
CK59,CHOA CHU KANG,BLK 297A CHOA CHU KANG AVENUE 2,17841.6171,39866.5767,1.376811917400497,103.74203813468661,458.0,HDB,hdb
CK6,CHOA CHU KANG,"BLK 143, 144 & 146 TECK WHYE LANE",19073.3023,40300.0728,1.3807326977622554,103.75310558123016,40.0,HDB,hdb
CK60,CHOA CHU KANG,BLK 683 CHOA CHU KANG CRESCENT,18268.595,42905.4416,1.4042944339787475,103.74587382647105,1318.0,HDB,hdb
CK61,CHOA CHU KANG,BLK 686 CHOA CHU KANG CRESCENT,18607.321,42882.7597,1.404089419860993,103.7489175658634,1272.0,HDB,hdb
CK62,CHOA CHU KANG,BLK 687 CHOA CHU KANG DRIVE,18715.5324,42855.1194,1.403839486324844,103.7498899432278,1466.0,HDB,hdb
CK63,CHOA CHU KANG,BLK 689 CHOA CHU KANG CRESCENT,18826.1888,42747.1959,1.4028635015212785,103.7508843161639,866.0,HDB,hdb
CK64,CHOA CHU KANG,BLK 692 CHOA CHU KANG CRESCENT,18872.7705,42404.3378,1.3997628341389805,103.75130299874982,455.0,HDB,hdb
CK65,CHOA CHU KANG,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",18064.0069,41548.1433,1.3920194608918222,103.74403589785445,69.0,HDB,hdb
CK66,CHOA CHU KANG,BLK 573A CHOA CHU KANG STREET 52,18233.5224,41769.4117,1.394020588072211,103.74555905214416,164.0,HDB,hdb
CK6A,CHOA CHU KANG,BLK 146A 146A TECK WHYE AVENUE,19076.7918,40333.5431,1.3810353919401923,103.75313692680963,227.0,HDB,hdb
CK7,CHOA CHU KANG,BLK 135A TECK WHYE LANE,18945.8673,40250.2699,1.3802822594561748,103.75196049935109,298.0,HDB,hdb
CK70,CHOA CHU KANG,BLK 476 CHOA CHU KANG AVENUE 5,17408.5254,39880.0108,1.3769332572770243,103.73814649010505,620.0,HDB,hdb
CK71,CHOA CHU KANG,BLK 488 CHOA CHU KANG AVENUE 5,17467.9916,39852.8673,1.3766878029172827,103.73868084627473,371.0,HDB,hdb
CK72,CHOA CHU KANG,BLK 489 CHOA CHU KANG AVENUE 5,17718.345,39728.0193,1.37555881252417,103.74093049457282,680.0,HDB,hdb
CK73,CHOA CHU KANG,BLK 801 KEAT HONG CLOSE,17994.5933,39697.5018,1.3752829189296978,103.74341279299807,501.0,HDB,hdb
CK74,CHOA CHU KANG,BLK 805 KEAT HONG CLOSE,17975.1882,39477.9306,1.3732971913409147,103.74323849875032,855.0,HDB,hdb
CK75,CHOA CHU KANG,BLK 809 CHOA CHU KANG AVENUE 1,18119.3938,39664.2718,1.3749824413018585,103.74453422557612,1494.0,HDB,hdb
CK76,CHOA CHU KANG,BLK 810 CHOA CHU KANG AVENUE 7,18305.5202,39560.1044,1.374040451680714,103.74620673798076,755.0,HDB,hdb
CK77,CHOA CHU KANG,BLK 815 CHOA CHU KANG AVENUE 7,18361.9468,39838.3954,1.3765572316417813,103.7467136802488,798.0,HDB,hdb
CK78,CHOA CHU KANG,817 KEAT HONG LINK,18660.8389,39885.9891,1.3769877482261268,103.74939942553608,1712.0,HDB,hdb
CK79,CHOA CHU KANG,BLK 819 KEAT HONG LINK,18695.601,39679.8718,1.375123710117595,103.74971185297062,500.0,HDB,hdb
CK8,CHOA CHU KANG,BLK 201-221 CHOA CHU KANG CENTRAL,18405.5916,40449.7464,1.3820860793135756,103.74710566112644,750.0,HDB,hdb
CK8A,CHOA CHU KANG,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL,18614.0227,40353.8181,1.381218606739474,103.74897859928672,373.0,HDB,hdb
CK9,CHOA CHU KANG,BLK 223-227 CHOA CHU KANG CENTRAL,18162.1088,40384.5044,1.3814959737886174,103.74491781005548,45.0,HDB,hdb
CK9A,CHOA CHU KANG,BLK 228-239 CHOA CHU KANG CENTRAL,18449.8356,40217.8144,1.379988586192666,103.74750330141954,372.0,HDB,hdb
CKM1,CHOA CHU KANG,BLK 429A CHOA CHU KANG AVENUE 4,17706.6149,40616.7716,1.3835963556122968,103.74082478082033,669.0,HDB,hdb
CKM2,CHOA CHU KANG,BLK 625A CHOA CHU KANG STREET 62,18365.515,42251.984,1.3983848378100443,103.74674494946991,301.0,HDB,hdb
CKM3,CHOA CHU KANG,BLK 445A CHOA CHU KANG AVENUE 4,17241.061,40350.4217,1.3811874180931392,103.73664153064142,456.0,HDB,hdb
CKM4,CHOA CHU KANG,BLK 474A CHOA CHU KANG AVENUE 3,17384.4024,40068.5078,1.3786379456153686,103.73792965982472,537.0,HDB,hdb
CKM5,CHOA CHU KANG,BLK 450A CHOA CHU KANG AVENUE 4,17135.7982,40142.8636,1.3793103007570044,103.73569574377154,2754.0,HDB,hdb
CKM6,CHOA CHU KANG,BLK 462A CHOA CHU KANG AVENUE 4,17141.5616,39946.6052,1.3775354147340333,103.73574760435865,935.0,HDB,hdb
CKM7,CHOA CHU KANG,BLK 483A CHOA CHU KANG AVENUE 5,17288.8253,39773.897,1.3759735599231637,103.73707093730017,537.0,HDB,hdb
CKM8,CHOA CHU KANG,BLK 486A CHOA CHU KANG AVENUE 5,17432.5108,39671.7658,1.375049975218811,103.73836209061987,492.0,HDB,hdb
CKM9,CHOA CHU KANG,BLK 297B CHOA CHU KANG AVENUE 2,17981.6699,39927.7497,1.377365191602345,103.74329658894578,273.0,HDB,hdb
CKT1,CHOA CHU KANG,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,17457.2727,40253.9548,1.380315085920986,103.7385843858947,104.0,HDB,hdb
CKT2,CHOA CHU KANG,BLK 302 CHOA CHU KANG LOOP,17986.1193,40839.8157,1.3856135812488544,103.74333625964935,81.0,HDB,hdb
CLM,QUEENSTOWN,BLK 129A CLARENCE LANE,25894.5957,30541.7316,1.292483011992079,103.81440063004587,332.0,HDB,hdb
CLNA,CLEMENTI,BLK 210 CLEMENTI AVENUE 6,20180.2167,33851.5291,1.3224147236725927,103.76305369893643,728.0,HDB,hdb
CLRG,CLEMENTI,312 CLEMENTI AVENUE 4,20283.9283,33479.407,1.319049411792726,103.76398569521969,495.0,HDB,hdb
CLTR,CLEMENTI,BLK 311 CLEMENTI AVENUE 4,20411.5945,33513.7467,1.3193599995859169,103.76513283286619,743.0,HDB,hdb
CM1,BUKIT MERAH,BLK 10 CANTONMENT CLOSE,28656.4003,28548.62,1.2744580741015816,103.83921657283983,1268.0,HDB,hdb
CR1,KALLANG,BLK 1/3/15/17 BEACH ROAD,31337.5185,31734.6056,1.3032708363009555,103.8633077225274,124.0,HDB,hdb
CR1A,KALLANG,BLK 2 BEACH ROAD,31521.2359,31781.8809,1.3036983570832268,103.86495851328462,22.0,HDB,hdb
CR1B,KALLANG,BLK 3 BEACH ROAD,31565.7734,31819.2245,1.3040360743039932,103.86535870755877,20.0,HDB,hdb
CR2,KALLANG,BLK 3/4 BEACH ROAD,31599.1055,31890.8184,1.3046835403578945,103.86565822017168,17.0,HDB,hdb
CR29,ROCHOR,BLK 29/30 KELANTAN LANE,30612.5155,32012.4666,1.3057837826214542,103.85679325981934,56.0,HDB,hdb
CR3,KALLANG,BLK 9 NORTH BRIDGE ROAD,31450.707,31933.4004,1.3050686537907754,103.86432479530623,30.0,HDB,hdb
CR30,ROCHOR,BLK 639/640 ROWELL COURT,30406.377,32213.3125,1.3076001787299971,103.85494102404714,54.0,HDB,hdb
CR31,ROCHOR,BLK 632/633/635 VEERASAMY ROAD,30379.3535,32063.9883,1.3062497454836393,103.854698193613,87.0,HDB,hdb
CR6,,,,,,,79.0,HDB,hdb
CR7,KALLANG,BLK 464/463 CRAWFORD LANE,31229.7422,31984.8511,1.3055339795624616,103.86233932875267,169.0,HDB,hdb
CSM,OUTRAM,BLK 54 CHIN SWEE ROAD MSCP,28873.2635,29983.8819,1.2874380741610192,103.84116520631481,260.0,HDB,hdb
CTM1,CLEMENTI,BLK 441 COMMONWEALTH AVENUE WEST,20293.6227,33003.4096,1.314744665034576,103.76407292318407,266.0,HDB,hdb
CV1,CHANGI,BLK 1/1A TELOK PAKU ROAD,45233.8667,41140.4649,1.388329162827995,103.9881780032726,208.0,HDB,hdb
CV2,CHANGI,BLK 3 CHANGI VILLAGE ROAD,45212.8158,41314.4339,1.389902482766781,103.98798894765062,31.0,HDB,hdb
CV3,CHANGI,BLK 5 CHANGI VILLAGE ROAD,45045.6516,41323.3393,1.3899831182202003,103.9864868577459,86.0,HDB,hdb
CVBK,KALLANG,BLK 8C BOON KENG ROAD,31083.7452,33199.2328,1.316516432854943,103.86102759796269,444.0,HDB,hdb
CY,ROCHOR,BLK 269/269A/269B CHENG YAN COURT CAR PARK,30264.3593,31442.1456,1.3006260281130555,103.85366487138282,28.0,HDB,hdb
D0006,OUTRAM,DUXTON HILL OFF STREET,29085.998600038416,29064.263499841498,1.279121361423107,103.84307668605454,58.0,URA,lta
D0026,ROCHOR,DICKSON ROAD OFF STREET,30253.498800038775,32024.88589988993,1.305896126598381,103.85356732694177,43.0,URA,lta
D0028,BUKIT MERAH,DELTA CIRCUS FRINGE CAR PARK,27035.746300038038,30190.328299859983,1.2893051001281517,103.82465436208551,192.0,URA,lta
DRM1,BUKIT MERAH,BLK 104C DEPOT ROAD,25576.6096,29218.1692,1.2805131560457625,103.8115434919542,448.0,HDB,hdb
DRM2,BUKIT MERAH,BLK 112C DEPOT ROAD,25165.8976,29305.1091,1.281299375700636,103.80785308038945,392.0,HDB,hdb
DRM3,BUKIT MERAH,108A DEPOT ROAD,25390.1316,29254.1321,1.2808383769937859,103.80986791310714,285.0,HDB,hdb
DRM4,BUKIT MERAH,BLK 105 DEPOT ROAD,25668.1428,29257.6985,1.2808706520545865,103.81236594973764,104.0,HDB,hdb
DRM5,BUKIT MERAH,BLOCK 110 DEPOT ROAD,25346.6693,29308.7018,1.2813318825559306,103.80947738316917,84.0,HDB,hdb
DRS,BUKIT MERAH,BLK 102A/102B DEPOT ROAD,25737.908,29213.3689,1.2804697558033025,103.81299281989986,1325.0,HDB,hdb
DSR1,QUEENSTOWN,BLK 31A MARGARET DRIVE,24685.6441,31202.2045,1.2984559909642104,103.80353761899173,444.0,HDB,hdb
DSR2,QUEENSTOWN,BLK 37A MARGARET DRIVE,24885.23,31140.1423,1.2978947429610392,103.80533099300017,766.0,HDB,hdb
DSRL,QUEENSTOWN,BLK 38A MARGARET DRIVE,24864.8825,31078.208,1.2973346289648866,103.80514816792643,154.0,HDB,hdb
DUXM,OUTRAM,BLK 1 CANTONMENT ROAD,28860.8985,28827.1925,1.2769773813172847,103.841054070432,1358.0,HDB,hdb
DWSO,QUEENSTOWN,BLK 40 & 41 MARGARET DRIVE,25064.6593,30982.3473,1.29646771808721,103.80694325929501,852.0,HDB,hdb
DWSP,QUEENSTOWN,BLK 95A DAWSON ROAD,25620.1022,30938.7202,1.2960732173646503,103.81193415972352,785.0,HDB,hdb
DWST,QUEENSTOWN,BLK 89A DAWSON ROAD,25626.2862,30840.6986,1.2951867450181442,103.81198973307625,224.0,HDB,hdb
DWSV,QUEENSTOWN,BLK 85 DAWSON ROAD,25362.2059,30853.9755,1.2953067953956656,103.80961685626245,691.0,HDB,hdb
DWVT,QUEENSTOWN,BLK 78A DAWSON ROAD,25420.9278,30734.4029,1.2942254278456526,103.81014450777538,399.0,HDB,hdb
E0023,BEDOK,EAST COAST PARK E3 OFF STREET,39454.67710003842,32329.48539989489,1.3086487746583644,103.9362443048082,42.0,URA,lta
E0024,BEDOK,EAST COAST PARK E2 OFF STREET,39407.69970003971,32185.700699892543,1.307348456008773,103.93582213821071,248.0,URA,lta
E0027,BEDOK,EAST COAST PARK E1 OFF STREET,38758.96300003891,32135.37049989178,1.306893520703497,103.92999292150216,549.0,URA,lta
EC2,GEYLANG,BLK 12-25 EUNOS CRESCENT,35915.3437,33873.7578,1.3226157282563193,103.90444212518125,809.0,HDB,hdb
EC3,GEYLANG,BLK 5-8/11/4A EUNOS CRESCENT,35919.0977,33712.4297,1.3211567341184267,103.90447581531423,44.0,HDB,hdb
EC4,GEYLANG,BLK 1-3/1A EUNOS CRESCENT,35720.628,33641.6254,1.3205164562706981,103.90269244435349,119.0,HDB,hdb
EC7,GEYLANG,BLK 842-848 SIMS AVENUE,35601.9233,33339.4481,1.3177837032191553,103.90162574678277,127.0,HDB,hdb
EC8,GEYLANG,BLK 2A EUNOS MRT SIMS AVENUE,35778.02,33499.0305,1.3192268648217853,103.90320810512698,163.0,HDB,hdb
ECM,GEYLANG,BLK 31A EUNOS CRESCENT,35602.0712,33584.2527,1.3199976279022498,103.90162713608808,407.0,HDB,hdb
ECM2,GEYLANG,BLK 39 EUNOS ROAD 2,35493.2923,33564.1391,1.319815754557511,103.90064969675511,413.0,HDB,hdb
ECML,GEYLANG,"BLK 34 TO 36, 37A TO 37C EUNOS CRESCENT/ EUNOS ROAD 2",35592.0791,33722.6334,1.3212490956270466,103.90153738603743,6.0,HDB,hdb
EI3,GEYLANG,BLK 410 TO 417 EUNOS ROAD 5,35240.6635,33456.9535,1.318846467280764,103.89837967178774,265.0,HDB,hdb
EPL,BUKIT MERAH,BLK 1/7 EVERTON PARK,28733.8679,28847.7781,1.277163553465462,103.83991265403928,18.0,HDB,hdb
EPM,BUKIT MERAH,BLK 6A EVERTON ROAD,28622.0835,28739.5121,1.2761844360827463,103.83890822772874,373.0,HDB,hdb
FR2C,BUKIT TIMAH,BLK 3/4 QUEEN'S ROAD,25150.3008,33394.0586,1.3182783907026911,103.80771256448294,284.0,HDB,hdb
FR3M,BUKIT TIMAH,BLK 8A EMPRESS ROAD,24983.1434,33218.9585,1.3166948314211042,103.80621058640855,228.0,HDB,hdb
FR4M,TANGLIN,BLK 6A FARRER ROAD,25130.4814,33238.9594,1.316875726618627,103.80753449141022,161.0,HDB,hdb
FRM,KALLANG,BLK 808 FRENCH ROAD MSCP,31121.2668,32341.4155,1.3087586330482945,103.86136466220718,264.0,HDB,hdb
GBM,KALLANG,BLK 60A GEYLANG BAHRU,31930.2182,33890.9953,1.3227723905559816,103.86863367566609,677.0,HDB,hdb
GE1A,GEYLANG,BLK 99-106/111-112 ALJUNIED CRESCENT,33577.7747,33572.0259,1.31988748882181,103.88343778425913,1201.0,HDB,hdb
GE1B,GEYLANG,BLK 114-117 ALJUNIED AVENUE 2,33973.3743,33717.7668,1.3212054428036522,103.88699247956012,64.0,HDB,hdb
GE1C,GEYLANG,BLK 119 ALJUNIED CRESCENT,33896.2141,33557.8016,1.3197587896689407,103.88629912428081,128.0,HDB,hdb
GE1F,GEYLANG,BLK 107-108 ALJUNIED CRESCENT,33666.5701,33497.1087,1.3192099481045423,103.88423564310425,77.0,HDB,hdb
GE1G,GEYLANG,BLK 95 & 113 ALJUNIED CRESCENT,33897.2922,33690.8917,1.320962408767416,103.88630883704475,75.0,HDB,hdb
GE2,GEYLANG,BLK 120 TO 123 GEYLANG EAST CENTRAL,33733.7656,33357.2852,1.3179454217838502,103.88483940328312,306.0,HDB,hdb
GE3,GEYLANG,BLK 124 TO 128 GEYLANG EAST AVENUE 1,34014.6484,33308.1484,1.3175009923126009,103.88736326896576,552.0,HDB,hdb
GE5,GEYLANG,BLK 129-134 GEYLANG EAST AVENUE 1/2,34037.1328,33202.9687,1.3165497802675896,103.88756528216962,346.0,HDB,hdb
GEM,GEYLANG,BLK 118 ALJUNIED AVENUE 2,34041.285,33588.5472,1.3200368136063063,103.88760266728181,231.0,HDB,hdb
GEML,GEYLANG,BLK 118 ALJUNIED AVENUE 2,34068.7879,33577.593,1.3199377422984941,103.8878497929119,3.0,HDB,hdb
GM1A,QUEENSTOWN,BLK 2A GHIM MOH ROAD,22836.9123,32767.7127,1.3126136388646874,103.78692568583918,595.0,HDB,hdb
GM1M,QUEENSTOWN,31A GHIM MOH LINK,22552.3566,32407.3317,1.3093544323655142,103.78436887624173,1530.0,HDB,hdb
GM2,QUEENSTOWN,BLK 7/8/9 GHIM MOH ROAD,22974.2865,32655.7823,1.3116014028826575,103.78816007877914,62.0,HDB,hdb
GM2A,QUEENSTOWN,BLK 8A GHIM MOH ROAD,22874.5952,32575.0244,1.3108710407309758,103.78726431710477,146.0,HDB,hdb
GM3,QUEENSTOWN,BLK 19/20 GHIM MOH ROAD,23051.41,32606.52,1.311155904646739,103.7888530789707,56.0,HDB,hdb
GM5,QUEENSTOWN,BLK 21 GHIM MOH ROAD,23013.32,32520.93,1.3103818529743179,103.78851083553377,118.0,HDB,hdb
GM6A,QUEENSTOWN,BLK 13A GHIM MOH ROAD,23036.915,32422.5932,1.309492533717275,103.7887228637617,167.0,HDB,hdb
GM6B,QUEENSTOWN,BLK 16A GHIM MOH ROAD,22917.7735,32435.7026,1.309611071067899,103.78765231793,232.0,HDB,hdb
GMLM,QUEENSTOWN,BLK 24 GHIM MOH LINK,22713.9209,32338.0954,1.3087283120092714,103.7858206208327,1530.0,HDB,hdb
GSM,GEYLANG,BLK 2 GEYLANG SERAI,35236.2639,33275.6378,1.317206714246544,103.89834009661325,200.0,HDB,hdb
GSML,GEYLANG,BLK 2 GEYLANG SERAI,35252.7807,33256.2338,1.317031227538219,103.89848850385351,22.0,HDB,hdb
H0003,KALLANG,HAMILTON ROAD OFF STREET,31163.637900039314,32665.514999900388,1.3116896699384313,103.86174541990424,19.0,URA,lta
H0011,QUEENSTOWN,HOLLAND DRIVE OFF STREET,23536.041100039303,32555.518299898613,1.3106947374214337,103.79320773289525,265.0,URA,lta
H0015,ROCHOR,HINDOO ROAD OFF STREET,30308.98870003936,32322.7755998948,1.3085901317745132,103.85406595189491,12.0,URA,lta
H0022,NEWTON,HULLET ROAD OFF STREET,28637.078500039144,31726.79899988504,1.3032004091309377,103.83904302350693,18.0,URA,lta
H0024,SINGAPORE RIVER,HONG LIM PARK OFF STREET,29559.001500038255,29869.21839985467,1.2864010712092964,103.84732683484889,23.0,URA,lta
H0057,ROCHOR,HINDOO ROAD-KAMPONG KAPOR ROAD OFF STREET,30357.075600038945,32253.03439989364,1.307959413362438,103.85449803048786,13.0,URA,lta
H12,BUKIT MERAH,BLK 1/5 DELTA AVENUE,27342.3203,30487.627,1.2919937730661093,103.82740904968784,519.0,HDB,hdb
H14,BUKIT MERAH,BLK 96 HAVELOCK ROAD MSCP,27905.0274,30102.5966,1.2885117001814979,103.8324652115687,323.0,HDB,hdb
H17,BUKIT MERAH,BLK 28A BEO CRESCENT,27392.1841,30064.5769,1.2881678575922226,103.82785710514705,229.0,HDB,hdb
H18,BUKIT MERAH,BLK 44A HAVELOCK ROAD,27294.4381,30155.4567,1.2889897405337625,103.82697881537598,336.0,HDB,hdb
H3,BUKIT MERAH,BLK 87 ZION ROAD,27910.6083,30378.7005,1.2910086868911117,103.83251535744449,251.0,HDB,hdb
H3BL,HOUGANG,"BLK 991A TO 991B,992A TO 992B BUANGKOK LINK",33444.3288,40713.4165,1.3844716847717906,103.8822399963124,10.0,HDB,hdb
H3DL,HOUGANG,"BLK 998A TO 998B,999A TO 999B BUANGKOK CRESCENT",33209.3106,40779.9579,1.3850735040392623,103.8801281920768,2.0,HDB,hdb
H4,BUKIT MERAH,BLK 22 HAVELOCK ROAD,27560.7129,30056.3984,1.2880938969321138,103.82937140536788,102.0,HDB,hdb
H6,BUKIT MERAH,BLK 77/79 GANGES AVENUE,27517.5526,30418.6159,1.2913696641320331,103.82898358689219,212.0,HDB,hdb
H8,BUKIT MERAH,BLKS 4-8 TAMAN HO SWEE,27733.2963,30015.8248,1.2877269654910475,103.83092213801466,148.0,HDB,hdb
H87L,HOUGANG,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91,33038.8293,40052.7361,1.3784968024576387,103.87859616391971,500.0,HDB,hdb
H93L,HOUGANG,"BLK 978C TO 981D, 982, 987A TO 988C BUANGKOK CRESCENT/GREEN",33274.8825,40196.8778,1.3798003264431464,103.88071730074259,38.0,HDB,hdb
HCM,BUKIT MERAH,BLK 104A HENDERSON CRESCENT,26691.3633,30161.685,1.2890460476816068,103.8215599400175,644.0,HDB,hdb
HE1,BUKIT MERAH,BLK 102/103/104 HENDERSON CRESCENT,26779.8906,30181.1563,1.2892221428532353,103.82235539347374,41.0,HDB,hdb
HE12,BUKIT MERAH,BLK 78/81 REDHILL LANE,26367.5806,30069.2434,1.2882100231321945,103.81865062406209,105.0,HDB,hdb
HE17,BUKIT MERAH,BLK 93/96 HENDERSON ROAD,26561.0277,29871.6493,1.28642306098842,103.82038883426772,120.0,HDB,hdb
HE19,BUKIT MERAH,#NAME?,26627.3867,30326.9473,1.2905406191010664,103.82098507674438,173.0,HDB,hdb
HE24,BUKIT MERAH,BLK 116 BUKIT MERAH VIEW,26627.4121,29677.5937,1.2846680932595866,103.82098533323034,29.0,HDB,hdb
HE3,BUKIT MERAH,BLK 116/117 BUKIT MERAH VIEW,26708.25,29683.2227,1.2847190033879028,103.82171169354837,202.0,HDB,hdb
HE4,BUKIT MERAH,BLK 121/122 & 127 BUKIT MERAH VIEW,26827.4609,29545.2148,1.2834709130566546,103.8227828558411,204.0,HDB,hdb
HE9,BUKIT MERAH,BLK 118/119 BUKIT MERAH VIEW,26650.6074,29571.3613,1.2837073657315154,103.82119375671991,89.0,HDB,hdb
HG1,HOUGANG,"BLK 1,2,6,7 HOUGANG AVENUE 3",34773.1311,38246.9455,1.3621655371189594,103.89417972319171,164.0,HDB,hdb
HG10,HOUGANG,BLK 101-108 HOUGANG AVENUE 1,34361.8201,37404.5949,1.3545477132592356,103.89048363915774,248.0,HDB,hdb
HG11,HOUGANG,BLK 301-319 HOUGANG AVENUE 5,34862.2295,38666.4192,1.3659590849526215,103.89498042855223,826.0,HDB,hdb
HG12,HOUGANG,BLK 320-324 HOUGANG AVENUE 5,35216.1904,38747.8164,1.3666951274857735,103.89816102897977,290.0,HDB,hdb
