carpark_id,area,address,latitude,longitude,x_coordinate,y_coordinate,total_lots,agency,dataset
MP7,MARINE PARADE,BLK 54/55/56/58/59 MARINE TERRACE,1.305581278,103.9146888,37055.7578,31990.209,250,HDB,hdb
MR4,KALLANG,BLK 7 KING GEORGE AVENUE,1.307914043,103.8599731,30966.4004,32248.0234,35,HDB,hdb
MR5,KALLANG,"BLK 804/805, 809 MAUDE ROAD",1.308155503,103.8607918,31057.5078,32274.7238,105,HDB,hdb
MR6,KALLANG,BLK 8 FRENCH ROAD,1.307167406,103.8605365,31029.1022,32165.4648,105,HDB,hdb
MR7,KALLANG,BLK 801/802 FRENCH ROAD,1.307562885,103.8603922,31013.0397,32209.1946,105,HDB,hdb
N0006,OUTRAM,NEIL ROAD OFF STREET,1.279338311,103.8419127,28956.4609,29088.2522,9,URA,lta
N0012,KALLANG,NORTH BRIDGE ROAD MARKET OFF STREET,1.306082574,103.8635558,31365.1236,32045.5134,4,URA,lta
N0013,DOWNTOWN CORE,NORTH BRIDGE ROAD OFF STREET,1.300400358,103.8566466,30596.202,31417.195,0,URA,lta
NBRM,KALLANG,BLK 13 NORTH BRIDGE ROAD MSCP,1.304003617,103.8630104,31304.4327,31815.6323,395,HDB,hdb
NT1,TAMPINES,BLK 601 TAMPINES AVENUE 9,1.361195965,103.9362759,39457.9515,38139.8942,469,HDB,hdb
NT12,TAMPINES,BLK 662 TAMPINES STREET 64,1.36954481,103.9334713,39145.7911,39063.0552,465,HDB,hdb
NT13,TAMPINES,BLK 660 TAMPINES STREET 64,1.36754372,103.9341017,39215.9628,38841.7874,260,HDB,hdb
NT2,TAMPINES,BLK 605 TAMPINES STREET 61,1.362058376,103.9363845,39470.0333,38235.2559,601,HDB,hdb
NT3,TAMPINES,BLK 609 TAMPINES NORTH DRIVE 1,1.364024555,103.9363249,39463.3913,38452.666,796,HDB,hdb
NT4,TAMPINES,BLK 613 TAMPINES NORTH DRIVE 1,1.365431748,103.9362365,39453.5479,38608.266,528,HDB,hdb
NT5,TAMPINES,BLK 618 TAMPINES STREET 61,1.361661399,103.9399015,39861.432,38191.3771,1489,HDB,hdb
NT6,TAMPINES,BLK 647 TAMPINES STREET 62,1.367337319,103.941792,40071.7965,38819.0019,502,HDB,hdb
NT6L,TAMPINES,BLK 647 TAMPINES STREET 62,1.368074227,103.9413482,40022.4095,38900.4834,6,HDB,hdb
NT7,TAMPINES,BLK 646 TAMPINES STREET 62,1.366004671,103.9429822,40204.2581,38671.6502,383,HDB,hdb
NT7L,TAMPINES,BLK 646 TAMPINES STREET 62,1.365114908,103.9426464,40166.8931,38573.2629,4,HDB,hdb
NT8,TAMPINES,BLK 634/ 629 TAMPINES NORTH DRIVE 2,1.365971245,103.9401917,39893.7093,38667.9402,1377,HDB,hdb
NT9,TAMPINES,BLK 641 TAMPINES STREET 62,1.366708859,103.9441643,40335.8086,38749.5219,862,HDB,hdb
NTL,TAMPINES,BLK 601 - 605A/D TAMPINES AVENUE 9/ STREET 61,1.362549417,103.9360888,39437.1163,38289.5513,19,HDB,hdb
O0028,OUTRAM,OUTRAM ROAD OFF STREET,1.284380404,103.8354304,28235.0293,29645.7793,39,URA,lta
P0013,DOWNTOWN CORE,PRINCE EDWARD ROAD - SHENTON WAY OFF STREET,1.275133029,103.8481916,29655.2519,28623.257,8,URA,lta
P0048,OUTRAM,PEARL BANK OFF STREET,1.28334836,103.8405378,28803.4452,29531.6622,18,URA,lta
P0054,QUEENSTOWN,PASIR PANJANG FOOD CENTRE OFF STREET,1.27619959,103.7913102,23324.7961,28741.2253,9,URA,lta
P0075,KALLANG,PENHAS ROAD - LAVENDER STREET OFF STREET,1.309994181,103.8627647,31277.0796,32478.0378,12,URA,lta
P0093,QUEENSTOWN,PASIR PANJANG ROAD OFF STREET,1.276704372,103.7956602,23808.9184,28797.034,9,URA,lta
P0094,QUEENSTOWN,PASIR PANJANG ROAD - SOUTH BUONA VISTA ROAD,1.278902209,103.7856025,22689.5821,29040.0781,9,URA,lta
P0096,ORCHARD,PENANG ROAD OFF STREET,1.299808749,103.8421253,28980.1062,31351.7677,9,URA,lta
P0106,QUEENSTOWN,PASIR PANJANG ROAD- CLEMENTI ROAD OFF ST,1.291597869,103.768125,20744.5188,30443.9423,9,URA,lta
P0109,PASIR RIS,PASIR RIS PARK CAR PARK E OFF STREET,1.384596415,103.9438931,40305.534,40727.4393,0,URA,lta
P0111,ROCHOR,PAHANG STREET OFF STREET,1.30175965,103.8608657,31065.7404,31567.5033,9,URA,lta
P0113,QUEENSTOWN,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,1.275357485,103.7924744,23454.3672,28648.1075,8,URA,lta
P0117,DOWNTOWN CORE,PECK SEAH STREET OFF STREET,1.277473298,103.8452673,29329.7917,28882.0302,99,URA,lta
P1,PUNGGOL,BLK 196 PUNGGOL FIELD,1.399336855,103.9070237,36202.3912,42357.2043,314,HDB,hdb
P11,JURONG EAST,BLK 416 PANDAN GARDENS,1.321204214,103.7483559,18544.4873,33717.7282,49,HDB,hdb
P12,JURONG EAST,BLK 415 PANDAN GARDENS,1.320567395,103.7481941,18526.4824,33647.3125,153,HDB,hdb
P13,JURONG EAST,BLK 401/402 PANDAN GARDENS,1.32069016,103.7504078,18772.8516,33660.8789,164,HDB,hdb
P14,JURONG EAST,BLK 403/408 PANDAN GARDENS,1.319353618,103.7491754,18635.6875,33513.0954,765,HDB,hdb
P15,JURONG EAST,BLK 413 PANDAN GARDENS,1.319834823,103.7481482,18521.3692,33566.3085,90,HDB,hdb
P16,JURONG EAST,BLK 412/414 PANDAN GARDENS,1.319882381,103.7471648,18411.9297,33571.571,150,HDB,hdb
P17,JURONG EAST,BLK 409/411 PANDAN GARDENS,1.318821467,103.747384,18436.3162,33454.2597,135,HDB,hdb
P2,PUNGGOL,BLK 199 PUNGGOL FIELD,1.400104619,103.9060288,36091.6693,42442.0964,293,HDB,hdb
P3,PUNGGOL,BLK 101 PUNGGOL FIELD,1.398456837,103.9057745,36063.3675,42259.892,658,HDB,hdb
P34L,PUNGGOL,PUNGGOL ROAD,1.404525363,103.9074225,36246.7526,42930.9252,277,HDB,hdb
P35L,PUNGGOL,PUNGGOL CENTRAL,1.402241871,103.9076225,36269.0157,42678.4287,20,HDB,hdb
P4,PUNGGOL,BLK 105 EDGEFIELD PLAINS,1.397227162,103.9056229,36046.5051,42123.9201,411,HDB,hdb
P40L,PASIR RIS,BLK 740 TO 745 PASIR RIS STREET 71,1.378101229,103.9359329,39419.6994,40009.1936,6,HDB,hdb
P5,PUNGGOL,BLK 107 PUNGGOL FIELD,1.396877555,103.9076419,36271.1939,42085.2693,520,HDB,hdb
P5L,PUNGGOL,BLK 106A PUNGGOL FIELD,1.397483724,103.9077504,36283.2687,42152.2969,4,HDB,hdb
P6,PUNGGOL,BLK 109 PUNGGOL FIELD,1.39536857,103.9094623,36473.7909,41918.4197,547,HDB,hdb
P6L,PUNGGOL,BLK 109B PUNGGOL FIELD,1.395598254,103.9100858,36543.1672,41943.8193,6,HDB,hdb
P7,PUNGGOL,BLK 119 EDGEFIELD PLAINS,1.395427967,103.9064702,36140.7994,41924.977,896,HDB,hdb
P71L,PUNGGOL,BLK 684A & 684B EDGEDALE PLAINS,1.403031636,103.9159026,37190.4782,42765.7878,5,HDB,hdb
P73L,PUNGGOL,BLK 229A & 229B SUMANG LANE,1.402737897,103.8919473,34524.5777,42733.2272,4,HDB,hdb
P8,PUNGGOL,BLK 126 EDGEDALE PLAINS,1.394228446,103.9109139,36635.3349,41792.3558,379,HDB,hdb
P88L,PUNGGOL,BLK 430 NORTHSHORE DRIVE,1.417455716,103.9108725,36630.6431,44360.7121,8,HDB,hdb
P89L,PUNGGOL,BLK 437A NORTHSHORE DRIVE,1.419339313,103.911905,36745.5336,44568.9948,7,HDB,hdb
P9,PUNGGOL,BLK 128 PUNGGOL FIELD WALK,1.392923918,103.9125375,36816.0197,41648.1136,382,HDB,hdb
PD8W,WOODLANDS,BLK 883A WOODLANDS ST 82,1.44311644,103.7910463,23295.7544,47198.0451,290,HDB,hdb
PDC4,CHOA CHU KANG,BLK 475 CHOA CHU KANG AVENUE 3,1.377887715,103.7387461,17475.2563,39985.5474,178,HDB,hdb
PDC5,CHOA CHU KANG,BLK 533A CHOA CHU KANG ST 51,1.391575269,103.7433702,17989.9222,41499.0296,185,HDB,hdb
PDJ3,JURONG WEST,BLK 399 YUNG SHENG ROAD,1.334715391,103.7204151,15435.0187,35211.8516,212,HDB,hdb
PDJ7,JURONG WEST,BLK 762A JURONG WEST ST 75,1.348961591,103.6979101,12930.5286,36787.2543,316,HDB,hdb
PDL2,PUNGGOL,681 PUNGGOL DR,1.402866991,103.9130973,36878.2862,42747.5714,278,HDB,hdb
PDP4,BUKIT PANJANG,BLK 446A FAJAR ROAD,1.383767523,103.7713712,21106.05,40635.5878,167,HDB,hdb
PDP5,BUKIT PANJANG,BLK 524A JELAPANG ROAD,1.385416093,103.7660721,20516.3308,40817.8945,140,HDB,hdb
PDQ5,QUEENSTOWN,BLK 57 DAWSON RD,1.29267933,103.8109824,25514.1791,30563.4425,135,HDB,hdb
PDR2,PASIR RIS,BLK 258 PASIR RIS ST 21,1.366925978,103.9645502,42604.5156,38773.6442,222,HDB,hdb
PDR6,PASIR RIS,BLK 624A ELIAS ROAD,1.377911172,103.9417394,40065.8952,39988.2066,251,HDB,hdb
PDR7,PASIR RIS,BLK 734 PASIR RIS ST 72,1.379739506,103.9362361,39453.4352,40190.3477,169,HDB,hdb
PDS1,SENGKANG,BLK 118 RIVERVALE DR,1.385469998,103.9018339,35624.873,40823.859,346,HDB,hdb
PDT8,TAMPINES,BLK 866A TAMPINES ST 83,1.355370368,103.9345108,39261.5396,37495.72,45,HDB,hdb
PDW5,WOODLANDS,BLK 548 WOODLANDS DR 44,1.430768169,103.7941461,23640.69,45832.6288,270,HDB,hdb
PDW7,WOODLANDS,BLK 768 WOODLANDS AVE 6,1.445462285,103.7980606,24076.3392,47457.4236,171,HDB,hdb
PDW8,WOODLANDS,BLK 888A WOODLANDS DR 50,1.438136382,103.7951514,23752.5835,46647.3671,390,HDB,hdb
PL10,PUNGGOL,BLK 174 PUNGGOL FIELD,1.396647592,103.9103062,36567.6957,42059.8507,560,HDB,hdb
PL11,PUNGGOL,BLK 175 PUNGGOL FIELD,1.398114413,103.9086506,36383.4393,42222.0385,548,HDB,hdb
PL12,PUNGGOL,BLK 137 EDGEDALE PLAINS,1.392370667,103.9094061,36467.5455,41586.9263,747,HDB,hdb
PL13,PUNGGOL,BLK 131 EDGEDALE PLAINS,1.393588655,103.9103894,36576.967,41721.609,375,HDB,hdb
PL14,PUNGGOL,BLK 292 PUNGGOL CENTRAL,1.402396878,103.9050495,35982.6704,42695.5596,741,HDB,hdb
PL15,PUNGGOL,BLK 171 EDGEDALE PLAINS,1.394862519,103.912585,36821.298,41862.4746,500,HDB,hdb
PL16,PUNGGOL,BLK 180 EDGEFIELD PLAINS,1.398608857,103.9093683,36463.3164,42276.7143,153,HDB,hdb
PL17,PUNGGOL,BLK 642 PUNGGOL DRIVE,1.398717291,103.9163889,37244.6093,42288.7308,609,HDB,hdb
PL18,PUNGGOL,BLK 162 PUNGGOL CENTRAL,1.396092847,103.9143165,37013.9934,41998.5248,615,HDB,hdb
PL19,PUNGGOL,"BLK 186-188,190-192 PUNGGOL CENTRAL",1.399684772,103.9101039,36545.1733,42395.6863,291,HDB,hdb
PL20,PUNGGOL,BLK 638 PUNGGOL DRIVE,1.399555867,103.9151959,37111.8432,42381.4517,617,HDB,hdb
PL21,PUNGGOL,BLK 166 PUNGGOL CENTRAL,1.394970785,103.9154658,37141.8926,41874.4571,615,HDB,hdb
PL22,PUNGGOL,BLK 644 PUNGGOL CENTRAL,1.397739898,103.9159112,37191.4597,42180.6537,379,HDB,hdb
PL23,PUNGGOL,BLK 201 PUNGGOL FIELD,1.399766897,103.9036886,35831.2383,42404.7448,445,HDB,hdb
PL24,PUNGGOL,BLK 178 & 193 EDGEFIELD PLAINS,1.39955196,103.908336,36348.4338,42380.9942,749,HDB,hdb
PL25,PUNGGOL,BLK 172 EDGEDALE PLAINS,1.395519826,103.9117777,36731.4595,41935.1533,283,HDB,hdb
PL26,PUNGGOL,BLK 650 PUNGGOL CENTRAL,1.397283842,103.9153032,37123.7973,42130.2229,375,HDB,hdb
PL27,PUNGGOL,BLK 204 PUNGGOL FIELD,1.398463141,103.9030729,35762.7151,42260.5799,407,HDB,hdb
PL28,PUNGGOL,BLK 194 PUNGGOL ROAD,1.402009204,103.906516,36145.8836,42652.6976,363,HDB,hdb
PL29,PUNGGOL,BLK 633 PUNGGOL DRIVE,1.400538847,103.913266,36897.0646,42490.1374,298,HDB,hdb
PL30,PUNGGOL,BLK 170D PUNGGOL EAST,1.394353945,103.9140938,36989.2194,41806.2447,204,HDB,hdb
PL31,PUNGGOL,BLK 301 PUNGGOL CENTRAL,1.403678583,103.906198,36110.4866,42837.2882,222,HDB,hdb
PL32,PUNGGOL,BLK 302 PUNGGOL PLACE,1.40484725,103.9046067,35933.3863,42966.5081,203,HDB,hdb
PL33,PUNGGOL,BLK 621A - 621B EDGEFIELD WALK,1.401255387,103.9098907,36521.4363,42569.3563,48,HDB,hdb
PL34,PUNGGOL,BLK 603 PUNGGOL ROAD,1.403862281,103.9079825,36309.071,42857.6068,80,HDB,hdb
PL35,PUNGGOL,BLK 602 PUNGGOL CENTRAL,1.403119329,103.9072935,36232.401,42775.4525,10,HDB,hdb
PL36,PUNGGOL,BLK 305 PUNGGOL ROAD,1.406019757,103.9062231,36113.2644,43096.1637,382,HDB,hdb
PL37,PUNGGOL,BLK 614 EDGEFIELD PLAINS,1.403234914,103.9096571,36495.4409,42788.2417,234,HDB,hdb
PL38,PUNGGOL,BLK 612 PUNGGOL DRIVE,1.404599231,103.9086339,36381.5675,42939.0974,10,HDB,hdb
PL39,PUNGGOL,BLK 267 PUNGGOL FIELD,1.404000204,103.8979528,35192.9049,42872.8244,430,HDB,hdb
PL40,PUNGGOL,BLK 270 PUNGGOL FIELD,1.403721064,103.8991503,35326.1743,42841.9622,243,HDB,hdb
PL41,PUNGGOL,BLK 273 PUNGGOL PLACE,1.402651088,103.9019427,35636.9282,42723.6586,458,HDB,hdb
PL42,PUNGGOL,BLK 616 PUNGGOL DRIVE,1.402126424,103.9116973,36722.4823,42665.6779,598,HDB,hdb
PL43,PUNGGOL,BLK 288 PUNGGOL PLACE,1.401714399,103.9030958,35765.2615,42620.0879,417,HDB,hdb
PL44,PUNGGOL,BLK 206A PUNGGOL PLACE,1.398856557,103.9013288,35568.6186,42304.0762,55,HDB,hdb
PL45,PUNGGOL,BLK 169 PUNGGOL FIELD,1.39362938,103.9145002,37034.4487,41726.1275,354,HDB,hdb
PL46,PUNGGOL,BLK 624 PUNGGOL CENTRAL,1.400259432,103.9116298,36714.9868,42459.2349,428,HDB,hdb
PL47,PUNGGOL,BLK 207 PUNGGOL PLACE,1.400626978,103.9009163,35522.7156,42499.8392,214,HDB,hdb
PL48,PUNGGOL,BLK 271 PUNGGOL WALK,1.403005118,103.9003838,35463.4411,42762.8004,476,HDB,hdb
PL49,PUNGGOL,BLK 210 PUNGGOL PLACE,1.399343861,103.9003823,35463.2889,42357.9568,214,HDB,hdb
PL50,PUNGGOL,BLK 211 PUNGGOL WALK,1.401419289,103.8994382,35358.2193,42587.4444,192,HDB,hdb
PL51,PUNGGOL,BLK 213 PUNGGOL WALK,1.400027896,103.8986492,35270.4165,42433.5886,321,HDB,hdb
PL52,PUNGGOL,BLK 312 SUMANG LINK,1.410213757,103.9014694,35584.2349,43559.8993,587,HDB,hdb
PL53,PUNGGOL,BLK 266 PUNGGOL WAY,1.405298645,103.8981753,35217.6575,43016.4003,424,HDB,hdb
PL54,PUNGGOL,BLK 259 PUNGGOL FIELD,1.404506226,103.8953443,34902.6149,42928.77,497,HDB,hdb
PL55,PUNGGOL,BLK 261 PUNGGOL WAY,1.405404806,103.8968416,35069.2354,43028.1349,364,HDB,hdb
PL56,PUNGGOL,BLK 672 EDGEFIELD PLAINS,1.407069979,103.9117299,36726.0925,43212.3119,670,HDB,hdb
PL57,PUNGGOL,BLK 665 PUNGGOL DRIVE,1.401920865,103.9146872,37055.2239,42642.9595,521,HDB,hdb
PL58,PUNGGOL,663  PUNGGOL DRIVE,1.399914839,103.9167907,37289.3261,42421.1514,566,HDB,hdb
PL59,PUNGGOL,BLK 308 PUNGGOL WALK,1.408109322,103.8987607,35282.797,43327.1927,669,HDB,hdb
PL60,PUNGGOL,BLK 670 EDGEFIELD PLAINS,1.405822999,103.9132581,36896.1695,43074.4327,558,HDB,hdb
PL61,PUNGGOL,BLK 678 PUNGGOL DRIVE,1.406114903,103.9088899,36410.0435,43106.6938,938,HDB,hdb
PL62,PUNGGOL,BLK 256 SUMANG WALK,1.405533926,103.8955284,34923.1009,43042.4085,300,HDB,hdb
PL65,PUNGGOL,BLK 310 PUNGGOL WALK,1.409762448,103.8997228,35389.8621,43509.9902,466,HDB,hdb
PL66,PUNGGOL,BLK 121 EDGEDALE PLAINS,1.393583292,103.9083695,36352.1816,41721.0087,534,HDB,hdb
PL67,PUNGGOL,BLK 314 PUNGGOL WAY,1.40847387,103.8975134,35143.9937,43367.4988,735,HDB,hdb
PL68,PUNGGOL,BLK 217 SUMANG WALK,1.402849777,103.895639,34935.4135,42745.609,366,HDB,hdb
PL69,PUNGGOL,BLK 661 EDGEDALE PLAINS,1.40253476,103.9176146,37380.9995,42710.8525,699,HDB,hdb
PL70,PUNGGOL,BLK 226 SUMANG LANE,1.403000774,103.8932405,34668.4946,42762.2985,773,HDB,hdb
PL71,PUNGGOL,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS,1.404002824,103.9157715,37175.8873,42873.1765,732,HDB,hdb
PL75,PUNGGOL,BLK 325 SUMANG WALK,1.413449907,103.8987514,35281.7517,43917.728,579,HDB,hdb
PL77,PUNGGOL,BLK 659 PUNGGOL EAST ROAD,1.401012311,103.919552,37596.6187,42542.5155,376,HDB,hdb
PL78,PUNGGOL,BLK 322 SUMANG WALK,1.411220046,103.8975049,35143.0392,43671.1572,472,HDB,hdb
PL79,PUNGGOL,BLK 655 PUNGGOL EAST,1.399086572,103.9212633,37787.0655,42329.5838,564,HDB,hdb
PL84,PUNGGOL,BLK 653 PUNGGOL DRIVE,1.397824606,103.9204417,37695.6419,42190.0385,489,HDB,hdb
PL85,PUNGGOL,BLK 402 NORTHSHORE DRIVE,1.414444663,103.9003487,35459.5056,44027.7283,277,HDB,hdb
PL86,PUNGGOL,BLK 411 NORTHSHORE DRIVE,1.417954376,103.9058503,36071.7449,44415.8333,162,HDB,hdb
PL87,PUNGGOL,BLK 423C NORTHSHORE CRESCENT,1.419393967,103.9061897,36109.5023,44575.0173,383,HDB,hdb
PL88,PUNGGOL,BLK 433 NORTHSHORE DRIVE,1.417492115,103.9103847,36576.359,44364.7351,408,HDB,hdb
PL89,PUNGGOL,BLK 435 NORTHSHORE DRIVE,1.418930606,103.9109754,36642.0912,44523.7985,654,HDB,hdb
PL90,PUNGGOL,BLK 101–105 PUNGGOL FIELD,1.3985,103.9072,34567.8901,34567.8901,1033,HDB,hdb
PM10,PASIR RIS,BLK 450–455 SIMS AVENUE,1.3145,103.8876,45678.9012,45678.9012,355,HDB,hdb
PM11,PASIR RIS,BLK 269A PASIR RIS STREET 21,1.364793275,103.963457,42482.8751,38537.8136,227,HDB,hdb
PM12,PASIR RIS,BLK 272A PASIR RIS STREET 21,1.364905493,103.9650289,42657.807,38550.2316,173,HDB,hdb
PM13,PASIR RIS,BLK 199A PASIR RIS STREET 12,1.366473555,103.9595977,42053.3726,38723.5879,435,HDB,hdb
PM14,PASIR RIS,BLK 180A PASIR RIS STREET 11,1.364708433,103.9601054,42109.8791,38528.4122,428,HDB,hdb
PM15,PASIR RIS,BLK 158A PASIR RIS STREET 13,1.364160134,103.9616771,42284.7957,38467.7932,1000,HDB,hdb
PM16,PASIR RIS,BLK 149A PASIR RIS STREET 13,1.362358733,103.9627206,42400.9355,38268.6092,245,HDB,hdb
PM17,PASIR RIS,BLK 142A PASIR RIS STREET 11,1.362838891,103.9597583,42071.2657,38321.6853,398,HDB,hdb
PM18,PASIR RIS,BLK 135A PASIR RIS STREET 11,1.36475655,103.9568798,41750.9103,38533.7141,247,HDB,hdb
PM19,PASIR RIS,BLK 108A PASIR RIS STREET 12,1.367956778,103.9570227,41766.7964,38887.5806,437,HDB,hdb
PM2,PASIR RIS,BLK 220A PASIR RIS STREET 21,1.370073066,103.9610129,42210.8365,39121.6128,1000,HDB,hdb
PM20,PASIR RIS,BLK 526 PASIR RIS STREET 51,1.368041633,103.947456,40702.1342,38896.9108,814,HDB,hdb
PM21,PASIR RIS,BLK 530 PASIR RIS DRIVE 1,1.371196982,103.9494154,40920.1747,39245.8244,428,HDB,hdb
PM22,PASIR RIS,BLK 555A PASIR RIS STREET 51,1.368562431,103.9522137,41231.6084,38954.5238,355,HDB,hdb
PM23,PASIR RIS,BLK 564A PASIR RIS STREET 51,1.368681755,103.9495037,40930.0174,38967.7033,380,HDB,hdb
PM24,PASIR RIS,BLK 561A PASIR RIS STREET 51,1.36718518,103.9513153,41131.632,38802.2291,295,HDB,hdb
PM25,PASIR RIS,BLK 500A PASIR RIS STREET 52,1.376390131,103.9456089,40496.5258,39820.0373,508,HDB,hdb
PM26,PASIR RIS,BLK 521A PASIR RIS STREET 52,1.373867573,103.9439927,40316.681,39541.0967,449,HDB,hdb
PM27,PASIR RIS,BLK 578A PASIR RIS STREET 53,1.373960189,103.946596,40606.3885,39551.3513,326,HDB,hdb
PM28,PASIR RIS,BLK 586A PASIR RIS STREET 53,1.374700109,103.947766,40736.5955,39633.1743,301,HDB,hdb
PM29,PASIR RIS,BLK 601A ELIAS ROAD,1.377333641,103.9433737,40247.7753,39924.3544,412,HDB,hdb
PM3,PASIR RIS,BLK 225A PASIR RIS STREET 21,1.37180035,103.960933,42201.9401,39312.6071,388,HDB,hdb
PM30,PASIR RIS,BLK 614A ELIAS ROAD,1.375745384,103.9421772,40114.6224,39748.7266,351,HDB,hdb
PM32,PASIR RIS,BLK 631A PASIR RIS DRIVE 3,1.379306774,103.9400987,39883.2972,40142.5172,453,HDB,hdb
PM33,PASIR RIS,BLK 635A PASIR RIS DRIVE 1,1.3770659,103.9399314,39864.6837,39894.7315,448,HDB,hdb
PM34,PASIR RIS,BLK 649A PASIR RIS DRIVE 10,1.378000605,103.938712,39728.975,39998.0806,441,HDB,hdb
PM35,PASIR RIS,BLK 700A PASIR RIS DRIVE 10,1.380769512,103.9386414,39721.1068,40304.2524,361,HDB,hdb
PM36,PASIR RIS,BLK 710A PASIR RIS STREET 72,1.382416559,103.9370705,39546.2838,40486.3671,671,HDB,hdb
PM37,PASIR RIS,BLK 718A PASIR RIS STREET 72,1.381924788,103.9360195,39429.3197,40431.9844,293,HDB,hdb
PM38,PASIR RIS,BLK 736A PASIR RIS DRIVE 10,1.378947581,103.9372425,39565.4411,40102.7854,248,HDB,hdb
PM4,PASIR RIS,BLK 231A PASIR RIS DRIVE 4,1.374105919,103.9614427,42258.6513,39567.5489,809,HDB,hdb
PM40,PASIR RIS,BLK 744A PASIR RIS STREET 71,1.377947613,103.9353837,39358.5759,39992.2049,267,HDB,hdb
PM41,PASIR RIS,BLK 747A PASIR RIS STREET 71,1.378837412,103.9340874,39214.3187,40090.5883,359,HDB,hdb
PM43,PASIR RIS,BLK 757A PASIR RIS STREET 71,1.377236379,103.9331363,39108.47,39913.5495,340,HDB,hdb
PM44,PASIR RIS,BLK 762A PASIR RIS STREET 71,1.375965618,103.9332995,39126.6463,39773.0358,350,HDB,hdb
PM45,PASIR RIS,BLK 773A PASIR RIS STREET 71,1.374601955,103.9359049,39416.5981,39622.2609,522,HDB,hdb
PM46,PASIR RIS,BLK 782A PASIR RIS STREET 71,1.373224587,103.938387,39692.8318,39469.9703,237,HDB,hdb
PM5,PASIR RIS,BLK 235A PASIR RIS STREET 21,1.373770353,103.962608,42388.3371,39530.4506,325,HDB,hdb
PM6,PASIR RIS,BLK 245A PASIR RIS STREET 21,1.370820028,103.9634124,42477.8773,39204.2227,412,HDB,hdb
PM7,PASIR RIS,BLK 257A PASIR RIS STREET 21,1.367557638,103.9632499,42459.8111,38843.4823,239,HDB,hdb
PM8,PASIR RIS,BLK 458A PASIR RIS DRIVE 4,1.37163599,103.9602559,42126.5924,39294.429,330,HDB,hdb
PM9,PASIR RIS,BLK 216A PASIR RIS STREET 21,1.368291967,103.9612161,42233.462,38924.6687,220,HDB,hdb
PP1,TOA PAYOH,BLK 101 TO 109 POTONG PASIR AVENUE 1,1.334004902,103.869214,31994.78,35133.03,257,HDB,hdb
PP2,TOA PAYOH,BLK 143 TO 145 POTONG PASIR AVENUE 2/3,1.332680145,103.8660545,31643.1687,34986.5402,192,HDB,hdb
PP3,TOA PAYOH,BLK 134 TO 142 POTONG PASIR AVENUE 3,1.333601983,103.8658445,31619.7981,35088.4721,345,HDB,hdb
PP4,TOA PAYOH,BLK 121 TO 133 POTONG PASIR AVENUE 1,1.334732912,103.8661192,31650.3687,35213.5248,166,HDB,hdb
PP5,TOA PAYOH,BLK 113 TO 120 POTONG PASIR AVENUE 1,1.336313102,103.8632229,31328.03,35388.25,346,HDB,hdb
PP6,TOA PAYOH,BLK 146 POTONG PASIR AVENUE 2,1.332283736,103.8676147,31816.7963,34942.7097,111,HDB,hdb
PP9T,TOA PAYOH,BLK 145 POTONG PASIR AVENUE 2/3,1.332194678,103.8660601,31643.7896,34932.8598,131,HDB,hdb
PR1,PASIR RIS,BLK 101/108 PASIR RIS STREET 12,1.36733184,103.9579998,41875.5357,38818.4836,301,HDB,hdb
PR10,PASIR RIS,BLK 467/477 PASIR RIS DRIVE 6,1.373738956,103.9571828,41784.5801,39526.9469,725,HDB,hdb
PR12,PASIR RIS,BLK 544/556 PASIR RIS STREET 51,1.36871369,103.952683,41283.8272,38971.2519,392,HDB,hdb
PR13,PASIR RIS,"BLK 537-543, 564-569 PASIR RIS STREET 51",1.369476386,103.9496188,40942.8203,39055.5703,365,HDB,hdb
PR14,PASIR RIS,BLK 557-562 PASIR RIS STREET 51,1.366686089,103.9514927,41151.375,38747.043,84,HDB,hdb
PR2,PASIR RIS,BLK 109/129 PASIR RIS STREET 11,1.367274803,103.9554428,41590.9705,38812.1621,791,HDB,hdb
PR3,PASIR RIS,BLK 531/536 PASIR RIS DRIVE 1/PASIR RIS CENTRAL,1.371063423,103.9507156,41064.8727,39231.0631,368,HDB,hdb
PR4,PASIR RIS,BLK 406/411 PASIR RIS DRIVE 6,1.372934646,103.9545205,41488.2976,39437.995,1117,HDB,hdb
PR6,PASIR RIS,BLK 441/445 PASIR RIS DRIVE 6,1.369379059,103.957594,41830.3635,39044.8529,337,HDB,hdb
PR7,PASIR RIS,BLK 446/455 PASIR RIS DRIVE 6,1.371009412,103.9576851,41840.49,39225.13,218,HDB,hdb
PR8,PASIR RIS,BLK 456/461 PASIR RIS DRIVE 4,1.371267841,103.9595744,42050.749,39253.7168,158,HDB,hdb
PRM,OUTRAM,BLK 33 PARK CRESCENT MSCP,1.285450368,103.84227,28996.2194,29764.092,576,HDB,hdb
PRS1,PASIR RIS,BLK 212A PASIR RIS STREET 21,1.368017156,103.9603263,42134.4478,38894.2762,21,HDB,hdb
Q0006,ROCHOR,QUEEN STREET OFF STREET,1.299922682,103.8533633,30230.7932,31364.3729,91,URA,lta
Q0008,QUEENSTOWN,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),1.304678941,103.8021651,24532.9062,31890.3082,25,URA,lta
